encodings,names
"[array([-0.01898954,  0.07954302,  0.18596484, -0.07229307, -0.16495784,
        0.01599026,  0.0149403 , -0.06996503,  0.06513947, -0.04120735,
        0.20829642, -0.11957021, -0.24393858,  0.14333326, -0.12581746,
        0.15647238, -0.18374622, -0.16208597, -0.08859706, -0.12989461,
       -0.03218192,  0.06890589,  0.01202914,  0.04202869, -0.15218304,
       -0.31951377, -0.03658786, -0.03776506,  0.09032632, -0.05144222,
        0.04862146,  0.04372147, -0.13078392,  0.07615157,  0.08053979,
        0.04881788, -0.08445581, -0.14913303,  0.18525147,  0.01386595,
       -0.27172458,  0.05564901,  0.18114451,  0.28474393,  0.25004157,
        0.02077983, -0.01763745, -0.05484967,  0.06229831, -0.3317056 ,
        0.06157857,  0.13587889,  0.04825021,  0.05617538,  0.08877915,
       -0.14663053, -0.02897739,  0.20731895, -0.20550638,  0.06540383,
        0.03667601, -0.0394389 ,  0.06644394, -0.08625801,  0.21743265,
        0.10722502, -0.14314058, -0.1311402 ,  0.20805822, -0.21053776,
       -0.05414586,  0.1372868 , -0.02726438, -0.13481249, -0.14973326,
        0.00162169,  0.49993891,  0.1377676 , -0.11423056,  0.0573637 ,
       -0.06648394, -0.05641911,  0.01535609,  0.0868956 , -0.07563071,
       -0.02624436, -0.10225623, -0.0251662 ,  0.24820744, -0.01414897,
       -0.01331283,  0.28739387, -0.00126536, -0.06728201,  0.05631541,
        0.06123944, -0.20113602,  0.00695286, -0.18296537, -0.1626552 ,
       -0.06257299, -0.05280816,  0.00726567,  0.10188061, -0.2510142 ,
        0.21379338, -0.0305244 , -0.04336111,  0.02321385,  0.01042698,
        0.03155298,  0.01236087,  0.20892204, -0.34322855,  0.09907064,
        0.14759788,  0.09181761,  0.12760825,  0.08188866, -0.02717164,
        0.07079664, -0.08472934, -0.13402143, -0.05610622, -0.01328516,
       -0.16221029,  0.04795076,  0.07600597])]",16405
"[array([-0.14921857,  0.11432721,  0.04843878,  0.00095779, -0.04227173,
       -0.01464554, -0.0106983 , -0.04620401,  0.1414105 , -0.00786323,
        0.24666713, -0.06554407, -0.27486783, -0.05003653, -0.02374771,
        0.07140443, -0.15924621, -0.09422677, -0.055944  ,  0.01836554,
        0.13695945, -0.11445454,  0.01614774,  0.04600115, -0.14365707,
       -0.35138214, -0.08842987, -0.06572857,  0.02936822, -0.16992103,
       -0.00527556, -0.05612949, -0.21197668, -0.05314967, -0.08383016,
        0.07169927,  0.02711434, -0.08242   ,  0.13357566, -0.06432255,
       -0.20443445, -0.02224914,  0.01769   ,  0.23335283,  0.17249702,
        0.03667501, -0.0326324 , -0.05384323,  0.13433324, -0.24201033,
        0.15096019,  0.10201621,  0.188337  ,  0.02529129,  0.11356808,
       -0.10261806,  0.03867654,  0.20965323, -0.21020108,  0.06101912,
        0.04709264,  0.00141356,  0.02859908, -0.04191424,  0.19122455,
        0.10883535, -0.12897065, -0.08552651,  0.11145121, -0.0810992 ,
        0.01706626,  0.07234006, -0.04109751, -0.22879919, -0.31684741,
        0.1045635 ,  0.38050637,  0.10232918, -0.24575326,  0.0147945 ,
       -0.1317336 , -0.03552544,  0.0670219 ,  0.02049994, -0.11055165,
        0.00945329, -0.21980199, -0.0022033 ,  0.15572189,  0.02448366,
       -0.01323698,  0.25483727, -0.01953367, -0.04138704,  0.05129487,
        0.11426727, -0.16765249,  0.01477529, -0.09859949, -0.06028443,
        0.12025494, -0.11310594, -0.0823101 ,  0.08761676, -0.21855743,
        0.08702987,  0.01943009,  0.02966862,  0.05501214, -0.05251874,
       -0.11595076, -0.05162969,  0.10807993, -0.35507029,  0.1166517 ,
        0.10194723,  0.00620229,  0.13243823,  0.06247805,  0.05450114,
        0.02742666, -0.05346873, -0.14648074, -0.01948225,  0.0853376 ,
       -0.02173458,  0.02276001,  0.04396287])]",16429
[],16434
"[array([-0.19873403,  0.10902671,  0.06795546, -0.07441238, -0.10234865,
        0.08364718, -0.01034827, -0.1108098 ,  0.13274293, -0.05768001,
        0.18220089, -0.04219679, -0.2903606 ,  0.06156193, -0.00834048,
        0.15247662, -0.19173655, -0.11262774, -0.17816326, -0.10423991,
       -0.14028324,  0.08071534, -0.0929969 ,  0.00144506, -0.04083429,
       -0.29250097, -0.05180522, -0.11446136,  0.1663774 , -0.08437651,
       -0.03099921, -0.01751473, -0.21037987, -0.05152088,  0.07148115,
        0.05396397, -0.10507016, -0.12204651,  0.22883865, -0.02761073,
       -0.13989955, -0.10035159,  0.15397187,  0.22081409,  0.08522886,
        0.03652347,  0.0371457 , -0.08590166,  0.15364777, -0.22292869,
        0.10960506,  0.13735506,  0.1413051 ,  0.15566321,  0.0713228 ,
       -0.26649776,  0.02270167,  0.10510843, -0.16650179,  0.17257255,
        0.15976033, -0.06805312, -0.08255636, -0.00696952,  0.21958663,
        0.09930565, -0.11459685, -0.20719719,  0.2223414 , -0.11910515,
       -0.00510463,  0.07284548, -0.0511191 , -0.15890785, -0.23396997,
        0.08784794,  0.40729713,  0.1437763 , -0.14572501, -0.033175  ,
       -0.05588112, -0.13782723,  0.06169693,  0.13524713, -0.09532896,
       -0.05785449, -0.03125528,  0.02696521,  0.24616879,  0.03306528,
        0.02199738,  0.16019136,  0.01954349, -0.07287102, -0.02754636,
        0.11785723, -0.16278034, -0.07307603, -0.06416439, -0.03404318,
        0.07825084, -0.0663037 ,  0.01163388,  0.15532166, -0.13895407,
        0.21282209,  0.00435675, -0.02127791, -0.00171701, -0.01421895,
       -0.0323678 , -0.0349168 ,  0.18199331, -0.21791388,  0.21968065,
        0.12445555, -0.00342795,  0.11647732,  0.04933167,  0.11544962,
        0.07750524,  0.01310594, -0.18918525, -0.18463455,  0.01539007,
       -0.03404728, -0.00488763,  0.06309352])]",16449
"[array([-0.15624356,  0.02325414,  0.07937454, -0.15483359, -0.14708002,
       -0.08564758, -0.10054329, -0.08044009,  0.15136743, -0.20833787,
        0.16775709, -0.02978878, -0.10414672, -0.0148996 , -0.01647635,
        0.22823063, -0.1594466 , -0.142832  , -0.04565396, -0.07260919,
        0.06665937,  0.01968438, -0.01907889,  0.06428893, -0.10812409,
       -0.31559354, -0.07247278, -0.08277399,  0.05435536, -0.05308941,
        0.00864544,  0.022507  , -0.20246187, -0.03177992,  0.04594166,
        0.08079261, -0.06378226, -0.09220853,  0.20567198, -0.00218373,
       -0.26271823,  0.0069227 ,  0.07737604,  0.17532943,  0.18975215,
        0.04927474,  0.0212256 , -0.13558207,  0.22397362, -0.21815296,
        0.00991237,  0.093596  ,  0.07762791,  0.02285797,  0.06503534,
       -0.09344213,  0.12403472,  0.15677631, -0.26703051,  0.03336062,
        0.07001687, -0.09959362, -0.02738791, -0.01415694,  0.27052656,
        0.08699566, -0.12726411, -0.12879734,  0.25001341, -0.10287493,
       -0.04421088,  0.04767539, -0.09766013, -0.17873207, -0.26652494,
       -0.00429582,  0.4018161 ,  0.13537224, -0.14604889,  0.08880994,
       -0.04262949, -0.03414808,  0.07360956,  0.15264212, -0.06445739,
       -0.06595195, -0.01985941, -0.01193646,  0.22096533, -0.01074759,
        0.02708778,  0.21994233,  0.04101495,  0.04240858, -0.01600427,
        0.04058946, -0.18715188, -0.02993351, -0.12536252, -0.08596022,
        0.01660372,  0.00906808,  0.01874232,  0.1858232 , -0.19617292,
        0.19151561, -0.06570246, -0.02482055, -0.03399348,  0.05427052,
       -0.04066873, -0.08742624,  0.02934543, -0.14273179,  0.15910609,
        0.17277494,  0.07331872,  0.13604663,  0.13452661,  0.02276373,
        0.04436024, -0.02109847, -0.22157235, -0.0564779 ,  0.10384586,
       -0.0541864 ,  0.08852694,  0.0424731 ])]",16467
"[array([-5.79122603e-02,  3.79384160e-02,  2.17656437e-02, -2.25112468e-01,
       -1.77698851e-01, -3.37624513e-02, -3.01752612e-02, -2.29983665e-02,
        1.98193610e-01, -1.35985389e-01,  1.78424612e-01, -6.13043793e-02,
       -2.42359132e-01, -6.43461645e-02,  1.23401619e-02,  2.13831380e-01,
       -1.73221841e-01, -1.39086992e-01, -8.36843774e-02, -5.10138609e-02,
        1.09787434e-02,  6.68559745e-02, -4.17258292e-02,  1.25708342e-01,
       -1.30265906e-01, -3.61461312e-01, -2.87466720e-02, -8.69119465e-02,
       -4.54254635e-02, -3.60846855e-02,  2.20287107e-02,  1.88804239e-01,
       -1.18135795e-01, -6.00717589e-02,  5.74822985e-02,  9.45552737e-02,
       -6.55605718e-02, -7.71929696e-02,  2.19496459e-01,  3.44652832e-02,
       -2.47349381e-01, -1.31988209e-02,  8.06304067e-02,  2.50833690e-01,
        1.40304327e-01,  1.73336491e-02,  6.34367019e-02, -2.46205144e-02,
        1.62655041e-01, -3.10126424e-01, -5.90050593e-03,  1.11874118e-01,
        9.21625942e-02,  3.34451869e-02,  1.41304672e-01, -1.40801340e-01,
        6.66611046e-02,  1.40012950e-01, -3.22096974e-01,  6.37274310e-02,
        6.09867275e-05, -1.56742692e-01,  2.99501233e-03, -1.34956807e-01,
        2.61562347e-01,  6.35337755e-02, -1.45636693e-01, -1.10083997e-01,
        2.18413010e-01, -1.40126705e-01, -1.31249875e-01,  7.17767030e-02,
       -8.08266848e-02, -1.91258818e-01, -3.39986742e-01,  8.43867380e-03,
        3.36630553e-01,  2.36959457e-01, -1.69345140e-01,  6.76209927e-02,
       -1.46403527e-02, -9.71655548e-02,  2.56511960e-02,  9.08947065e-02,
       -3.28729674e-02, -1.31525360e-02, -3.59710418e-02, -1.32030332e-02,
        2.19360933e-01, -1.48894032e-02, -2.11615972e-02,  2.95065165e-01,
        4.72545624e-02,  4.53209803e-02, -1.58784855e-02,  1.46283796e-02,
       -9.54046920e-02, -1.20612374e-03, -1.34417072e-01,  5.36709577e-02,
        3.49950120e-02, -1.16835430e-01,  2.34866999e-02,  8.68248343e-02,
       -2.16285944e-01,  1.67042971e-01, -4.52757925e-02, -5.32210991e-02,
       -1.04572058e-01,  6.65592328e-02, -1.51200175e-01, -2.06010174e-02,
        1.67370811e-01, -2.87095219e-01,  1.79408297e-01,  2.06399858e-01,
        1.07148841e-01,  1.60483465e-01,  1.00401625e-01, -3.41052040e-02,
        3.47448252e-02, -1.19589515e-01, -1.50214687e-01, -1.50480613e-01,
        1.39007300e-01, -5.75225987e-02,  1.05537392e-01,  1.18752390e-01])]",16467
"[array([-0.09029567,  0.04688943,  0.10156576,  0.00535204, -0.16090414,
       -0.00514149,  0.0262254 , -0.1597593 ,  0.16875368, -0.11119284,
        0.11655834,  0.02329436, -0.23265977,  0.01949407, -0.00210211,
        0.06514627, -0.10859711, -0.18169057, -0.05817683, -0.19402541,
       -0.04824165, -0.03192542, -0.01438606, -0.07827985, -0.13705997,
       -0.3021594 , -0.08769585, -0.08642888,  0.1116766 , -0.08595607,
        0.01242008,  0.02716233, -0.11931384, -0.05203819,  0.01859471,
        0.06363647, -0.07037912, -0.08070263,  0.24151318, -0.01477388,
       -0.14861275,  0.08807089,  0.05261125,  0.30090234,  0.16708794,
       -0.03808067,  0.0092335 , -0.11548789,  0.14794144, -0.28361297,
        0.1069997 ,  0.17306301,  0.05431581,  0.09826008,  0.12377086,
       -0.15186282,  0.02159959,  0.0832444 , -0.20320098,  0.15102321,
        0.15094993, -0.02985447, -0.01432877, -0.04668369,  0.2596662 ,
        0.15678574, -0.12205536, -0.08989222,  0.13829812, -0.14476936,
       -0.05820331, -0.03582163, -0.12536399, -0.1193983 , -0.28026524,
        0.12126315,  0.46771759,  0.14171925, -0.15540008,  0.00623332,
       -0.14784561,  0.0099674 ,  0.10101298,  0.03220344, -0.14333248,
       -0.08007573, -0.02644313,  0.02790555,  0.19959579,  0.03288734,
       -0.10574836,  0.17185859,  0.03494336,  0.02901692,  0.06143197,
        0.10408321, -0.15755887, -0.08969657, -0.18271872, -0.05100303,
        0.05687039, -0.18131456,  0.0765484 ,  0.18375248, -0.23577112,
        0.19488908,  0.00182101, -0.02002857,  0.03269951,  0.0609567 ,
       -0.1044287 ,  0.0195272 ,  0.16829219, -0.30520859,  0.29849204,
        0.19344532,  0.05621747,  0.13355809,  0.07558694, -0.00057813,
       -0.01589729,  0.03744167, -0.05041671, -0.07197816, -0.0572258 ,
        0.0142918 ,  0.0051359 ,  0.1276544 ])]",16473
"[array([-0.11581116,  0.14120352,  0.10129257, -0.01046019, -0.13873686,
        0.02634179, -0.03457241, -0.11464047,  0.1884231 , -0.13557512,
        0.19154651, -0.07565679, -0.35926062,  0.00887533, -0.03691826,
        0.2201311 , -0.08900299, -0.27475947, -0.08799618, -0.0361525 ,
        0.03932435,  0.09234206, -0.06587066,  0.03918433, -0.22182702,
       -0.28700811, -0.05849411, -0.03881498, -0.07694777, -0.10925435,
       -0.02049905,  0.06500524, -0.13816972,  0.00360853,  0.05992408,
        0.19676638, -0.0949982 , -0.17778857,  0.17722064,  0.00810493,
       -0.25547859, -0.01365178,  0.12478736,  0.24881843,  0.1156591 ,
       -0.06335341,  0.00964724, -0.11040683,  0.14587441, -0.40934074,
        0.04486922,  0.18108734,  0.06545011,  0.15242736,  0.10964997,
       -0.21056771, -0.00968226,  0.13673483, -0.1968679 ,  0.04966972,
        0.04187556, -0.07249638, -0.09670573, -0.11699695,  0.16845451,
        0.14964703, -0.14620905, -0.09478515,  0.1888196 , -0.12820119,
       -0.09429523,  0.10099013, -0.0863263 , -0.23331237, -0.24346468,
        0.07928143,  0.37982434,  0.08116814, -0.15941367,  0.07857148,
        0.03456486,  0.00974802, -0.09025779,  0.04839769, -0.05424714,
        0.03383406, -0.12367944,  0.0851007 ,  0.27605131, -0.08076909,
        0.06190652,  0.28618109,  0.02223605, -0.01074669,  0.10545696,
        0.16796289, -0.07728384, -0.0807327 , -0.17072329, -0.03803372,
        0.17980817, -0.13721643, -0.04446772,  0.04026121, -0.17296684,
        0.15272717,  0.01050344, -0.053553  ,  0.00985232, -0.05483817,
       -0.13309348,  0.01985551,  0.2206385 , -0.24681365,  0.21082115,
        0.09689262, -0.02889863,  0.15427037,  0.10542104,  0.08082265,
       -0.00233557, -0.10139633, -0.09869599, -0.18038756,  0.08919034,
        0.01996649, -0.04566207,  0.05734815])]",17052
"[array([-0.01740208,  0.04652515,  0.04620798, -0.04751708, -0.03637486,
        0.0591635 ,  0.02242673, -0.00182685,  0.1907426 , -0.11840434,
        0.24059062,  0.02710044, -0.2755895 , -0.11692138,  0.01837857,
        0.07217147, -0.09369218, -0.04780111, -0.08093403, -0.11309303,
        0.08704252,  0.00116255, -0.03090376,  0.04745815, -0.17734633,
       -0.22428325,  0.00806484, -0.11685023,  0.06893581, -0.13156362,
       -0.05578849,  0.10607103, -0.13166708, -0.06018726, -0.05872566,
        0.15596068, -0.05811226, -0.05040443,  0.16563502, -0.04259503,
       -0.10818639,  0.09234935, -0.04664291,  0.24734268,  0.16793373,
       -0.06158848,  0.05239013, -0.05113728,  0.1710732 , -0.3050409 ,
        0.03220163,  0.15828937,  0.04944751,  0.05936304,  0.11932874,
       -0.19611645, -0.03053284,  0.17140172, -0.22067334,  0.13854799,
       -0.01596093, -0.04968689, -0.05582297, -0.0655759 ,  0.0859779 ,
        0.09961464, -0.10418648, -0.19001693,  0.18191344, -0.13187914,
       -0.00313046,  0.17979392, -0.14056689, -0.20683919, -0.1598807 ,
        0.15628958,  0.34323284,  0.18436144, -0.13739286,  0.07111646,
       -0.08286466, -0.07315091,  0.0800738 ,  0.00065556,  0.05341311,
       -0.05918797, -0.10714921,  0.11571671,  0.13914694, -0.01438369,
       -0.00800605,  0.23109883,  0.02299204, -0.00834277, -0.01223801,
        0.04905095, -0.15454505,  0.07926675, -0.16872574, -0.02672748,
        0.13338032, -0.15173614,  0.02550263,  0.05132853, -0.12417466,
        0.173207  , -0.04177097,  0.02144566,  0.03535739, -0.04768128,
       -0.14114831,  0.09732248,  0.21771081, -0.27367568,  0.25265944,
        0.13490549,  0.08877719,  0.08694635,  0.09050708,  0.02096762,
        0.08000416, -0.08521986, -0.21559636, -0.06870954,  0.01256723,
       -0.03987774, -0.00480778,  0.00041474])]",17055
[],17063
[],17073
"[array([-0.11608877,  0.09278662,  0.10809281, -0.09970865, -0.17930622,
       -0.05919482, -0.0139057 , -0.02070207,  0.0826266 , -0.10789397,
        0.1176816 , -0.11670517, -0.26383439,  0.13937427,  0.00800121,
        0.21925363, -0.20679908, -0.11883712, -0.13851418, -0.05350798,
        0.05541855,  0.07371877, -0.0176065 ,  0.16174084, -0.12856917,
       -0.36100903, -0.02594901,  0.00391543,  0.0166557 , -0.05195835,
       -0.01275635,  0.06089313, -0.25998902, -0.04689282,  0.05105618,
        0.08856796, -0.04832032, -0.16150185,  0.17536955,  0.07022607,
       -0.25832412,  0.02289635,  0.08058145,  0.27876365,  0.22525504,
        0.03294608,  0.04353691, -0.06725699,  0.05713472, -0.30802566,
        0.0338729 ,  0.10968602,  0.04424334,  0.04550429,  0.01499661,
       -0.1668331 ,  0.04968385,  0.14256562, -0.27524737,  0.0420835 ,
        0.10285126, -0.13394666,  0.01541229, -0.08817215,  0.24798594,
        0.07705953, -0.12388214, -0.1114962 ,  0.17302425, -0.19769129,
       -0.01516448,  0.04210398, -0.0772523 , -0.18708159, -0.31260565,
        0.03457398,  0.32498685,  0.21442489, -0.16682068,  0.04998703,
        0.00718365,  0.01079121,  0.08243445,  0.22388844, -0.02783525,
        0.03914506, -0.02828636,  0.14780968,  0.17214109,  0.00272269,
       -0.01349714,  0.3467783 ,  0.0642442 , -0.10409596,  0.05417778,
        0.04186106, -0.1419597 , -0.07494462, -0.15555498, -0.02102556,
        0.03114317,  0.02058511,  0.02737453,  0.1621388 , -0.17926323,
        0.11926956, -0.11797627, -0.08260597, -0.05348027, -0.05376095,
       -0.07738479, -0.09831986,  0.10471424, -0.22305997,  0.0489887 ,
        0.21211794, -0.01709842,  0.11975016,  0.04669771,  0.03337595,
        0.07771614, -0.0229322 , -0.18067867, -0.01882962,  0.1553123 ,
       -0.04833775,  0.12548123,  0.02699875])]",17075
"[array([-0.09274796,  0.177394  ,  0.02118622,  0.02219646, -0.04929693,
        0.0931936 ,  0.03513465, -0.07704638,  0.16873635, -0.00561372,
        0.30665496, -0.04593502, -0.36295664, -0.0111787 ,  0.00347222,
        0.15050897, -0.20355554, -0.03362265, -0.19035149, -0.09074314,
        0.02674736,  0.06635856,  0.01825164, -0.00438894, -0.16405521,
       -0.2989223 , -0.03504919, -0.11593826,  0.04124181, -0.13708711,
        0.02760118,  0.01896585, -0.1500179 , -0.08408644,  0.03912127,
       -0.01781291, -0.04340845, -0.07225782,  0.24307811, -0.04190001,
       -0.11549944,  0.04952206,  0.10571035,  0.25365341,  0.16360007,
        0.01161592,  0.03211119, -0.09912411,  0.08970579, -0.27090234,
        0.01453193,  0.17286834,  0.12559302,  0.10505163,  0.12414198,
       -0.20117885, -0.04738458,  0.16752645, -0.13531955,  0.09327935,
        0.05453489, -0.02557169,  0.006395  , -0.04188781,  0.18818133,
        0.02901933, -0.16600278, -0.09532851,  0.13422312, -0.05856732,
       -0.05494263,  0.05112739, -0.14457713, -0.22647226, -0.33608606,
        0.08165123,  0.37811819,  0.06335616, -0.23213512,  0.00152906,
       -0.05438361, -0.05677108,  0.02335969,  0.10634281, -0.04008742,
       -0.1403674 , -0.06038085,  0.05990238,  0.20060794, -0.03402439,
       -0.01989963,  0.23133253, -0.0050576 , -0.0609223 , -0.00995496,
        0.11486141, -0.13830449, -0.05561281, -0.0878364 ,  0.04415137,
        0.03971525, -0.09699637, -0.02879536,  0.12821247, -0.18173802,
        0.13107468, -0.00481497, -0.04353582, -0.01307235, -0.03189784,
       -0.05931501,  0.06002124,  0.20090248, -0.31318986,  0.2589317 ,
        0.17832012, -0.06203436,  0.10693264,  0.01842116,  0.07097545,
        0.03039595,  0.08467249, -0.1806633 , -0.16254473,  0.01676201,
       -0.04960376, -0.01370675,  0.00499425])]",17094
"[array([-0.14201832,  0.12743354,  0.11445056,  0.00594983, -0.0884214 ,
        0.03953536, -0.02593337, -0.20090382,  0.12864003, -0.1400739 ,
        0.18157567, -0.0429953 , -0.25526243,  0.07244457, -0.04761552,
        0.1676704 , -0.09515604, -0.204494  , -0.12062098, -0.09642635,
       -0.15925248,  0.06640807, -0.02984975,  0.00903674, -0.09906399,
       -0.29166669, -0.00903624, -0.02515454,  0.04896507,  0.02550949,
       -0.03321416,  0.07771523, -0.19871685,  0.01776087,  0.0668287 ,
        0.10505171, -0.083601  , -0.06072676,  0.2683394 , -0.01149687,
       -0.231949  ,  0.02387946,  0.09606963,  0.23158121,  0.23090687,
       -0.05865494, -0.02736815, -0.12683189,  0.13873427, -0.26964283,
       -0.01975994,  0.20931351,  0.05387486,  0.06670646,  0.01406959,
       -0.17908159, -0.06792291,  0.12981653, -0.17035745,  0.00549671,
        0.06764179, -0.06844816, -0.03914918, -0.06490572,  0.12878877,
        0.09680794, -0.12085389, -0.13884644,  0.19585945, -0.12416302,
        0.0482602 ,  0.12356936, -0.08184915, -0.21673591, -0.17632459,
        0.08320381,  0.42849386,  0.08752349, -0.05228912,  0.03454271,
       -0.07824488, -0.08469039,  0.01408216, -0.01626187, -0.03426627,
       -0.17824689, -0.02594895,  0.04250304,  0.25952047,  0.00561386,
        0.00590015,  0.13161375, -0.05296595, -0.07392544, -0.02867195,
        0.19831388, -0.15967754,  0.02660355, -0.1661831 , -0.04154398,
       -0.00714634, -0.06556918,  0.07589712,  0.10270207, -0.20596173,
        0.16475534,  0.00253759, -0.0147221 ,  0.07644738,  0.00742173,
       -0.05490522,  0.00230623,  0.18035427, -0.24870715,  0.23597416,
        0.09519564, -0.06622405,  0.14616734,  0.08945718,  0.05476087,
        0.00984738, -0.02025676, -0.13671705, -0.18084778,  0.02650073,
        0.00875773,  0.04197478,  0.04039157])]",17249
[],32
"[array([-0.00724674,  0.07537673, -0.0265549 , -0.07044817, -0.17947476,
        0.04700682, -0.03222618, -0.14012732,  0.153648  , -0.02730802,
        0.1475741 ,  0.00245084, -0.23304069, -0.06395786,  0.05343932,
        0.14881015, -0.14318374, -0.21342938, -0.09630923, -0.09211469,
       -0.08661251,  0.03546463,  0.00617352,  0.057266  , -0.13311714,
       -0.29554692, -0.0594326 , -0.12236451,  0.0962386 , -0.08084494,
        0.04834643,  0.06736541, -0.16850279, -0.01775807,  0.03397961,
        0.05533775, -0.02427297, -0.09941304,  0.18745752, -0.04637866,
       -0.17320079,  0.00142732, -0.00416108,  0.27885032,  0.20976818,
       -0.0397969 ,  0.11081216, -0.04990578,  0.03231806, -0.18735617,
        0.11111784,  0.1281673 ,  0.05054736,  0.03785813, -0.02147855,
       -0.14806853, -0.01484144,  0.13353299, -0.21584348,  0.07773842,
        0.15640754, -0.03570338, -0.09756333, -0.06820378,  0.24356624,
        0.06506975, -0.1371194 , -0.18034381,  0.13813099, -0.15961614,
       -0.09511916, -0.01051744, -0.16027504, -0.13781707, -0.30391821,
        0.0620628 ,  0.42885858,  0.14106007, -0.231601  ,  0.0450495 ,
       -0.07470795,  0.04099224,  0.04514465,  0.04096773, -0.02274888,
       -0.0663427 , -0.1280272 ,  0.072629  ,  0.17905666, -0.03450104,
       -0.04476748,  0.18803726,  0.01999629, -0.07619969,  0.01918376,
        0.15278395, -0.04440364,  0.0257764 , -0.07317965, -0.01115914,
        0.11441015, -0.03090989,  0.06488514,  0.1449818 , -0.13214737,
        0.28587547,  0.01302224,  0.04815656,  0.04322112,  0.03133103,
       -0.0795703 , -0.07657267,  0.23593354, -0.23646399,  0.17803131,
        0.15054627,  0.03186162,  0.14037617,  0.02130655,  0.15045114,
       -0.02757387, -0.00789295, -0.19889298, -0.09301308, -0.00961826,
        0.00133828,  0.07324218,  0.16065595])]",3787
