encodings,names
"[array([-0.08426191,  0.04758248,  0.08873987, -0.16287503, -0.13495754,
       -0.04738976, -0.0106198 , -0.02325352,  0.21457456, -0.15604514,
        0.19504765, -0.06530818, -0.27087334,  0.10731968, -0.02913729,
        0.18380824, -0.24819846, -0.14281291, -0.03956418, -0.07676149,
        0.01255482,  0.08553884, -0.0264721 ,  0.05341507, -0.19301543,
       -0.28670603, -0.13611124, -0.08265702, -0.07201882, -0.03976782,
        0.06883446,  0.07870724, -0.18763906, -0.03110356,  0.0575886 ,
        0.05943102, -0.10339496, -0.17160608,  0.25157589,  0.07049169,
       -0.19983186, -0.07864252,  0.06806463,  0.23414479,  0.15282537,
       -0.06160441, -0.01838032, -0.02542026,  0.13089494, -0.34034306,
       -0.03757529,  0.15301709,  0.06665535,  0.09761517,  0.05044444,
       -0.07995834,  0.12832865,  0.20586622, -0.29178199,  0.01386629,
        0.09475835, -0.22453672,  0.01713439,  0.00767547,  0.26860741,
        0.10567883, -0.13759305, -0.11671366,  0.21179232, -0.12457992,
       -0.04781832,  0.08615528, -0.09537297, -0.22449435, -0.26305607,
        0.04203251,  0.32955265,  0.14819674, -0.07271294,  0.09362105,
       -0.02576137, -0.00967763,  0.03804139,  0.16477455, -0.05361655,
        0.02195118, -0.07324644,  0.08618717,  0.19358791, -0.04458655,
       -0.01434697,  0.31151918, -0.01720192,  0.03882975,  0.08489218,
        0.03335415, -0.08956686, -0.07204986, -0.10199903,  0.07983703,
        0.0604911 , -0.02559609, -0.01688235,  0.14144747, -0.09761771,
        0.08029117, -0.10636857, -0.1015171 , -0.11343556, -0.11421639,
       -0.05017274, -0.05373818,  0.12960899, -0.27463976,  0.08497702,
        0.10929137, -0.08585326,  0.1577719 ,  0.04984347, -0.00634455,
       -0.01806064, -0.09757493, -0.20493859, -0.04595632,  0.11312194,
        0.00072357,  0.08712848, -0.014651  ])]",3792
"[array([-0.07459933, -0.01692442,  0.0627115 , -0.04404679, -0.080194  ,
       -0.04833651,  0.05380817, -0.13369022,  0.1878939 , -0.03557579,
        0.20876105, -0.07546317, -0.33510995, -0.03395518,  0.04414242,
        0.16387069, -0.1691965 , -0.20173046, -0.0324811 , -0.02028028,
        0.0172333 , -0.09076845, -0.04879692,  0.14875032, -0.20676179,
       -0.34123597, -0.15135604, -0.07836583, -0.05840199, -0.0361577 ,
        0.06787094,  0.14586963, -0.19496861, -0.01102027,  0.04337126,
        0.13524337, -0.01330237, -0.20216843,  0.15996793,  0.00509028,
       -0.27354357, -0.05561587,  0.10289996,  0.24014357,  0.17979354,
       -0.04648482,  0.05038816, -0.00449421,  0.14448699, -0.35250056,
        0.01784827,  0.1781403 ,  0.1207315 ,  0.0886164 ,  0.10698909,
       -0.1483593 ,  0.03642072,  0.14091003, -0.20493107,  0.0585978 ,
        0.05701985, -0.09416809,  0.06969327, -0.12783524,  0.20653202,
        0.11017234, -0.20729946, -0.00915079,  0.17592748, -0.18045121,
       -0.02703335,  0.08892054, -0.16766582, -0.27051154, -0.32805175,
        0.06668238,  0.44362584,  0.16463608, -0.18178333,  0.01523329,
       -0.06396793,  0.02362187,  0.01171761,  0.20255826,  0.07662238,
       -0.00932754, -0.11922381,  0.02384735,  0.26915658, -0.02531496,
        0.05615266,  0.33357292, -0.03730901, -0.00084541, -0.02377412,
        0.10355219, -0.05249298, -0.04412214, -0.06802922,  0.06060294,
       -0.02857788, -0.01573394,  0.00241784,  0.07712233, -0.14725499,
        0.08978029,  0.02888331, -0.00398239, -0.02676903, -0.0300979 ,
       -0.05306962, -0.05726074,  0.11023862, -0.35141194,  0.13209482,
        0.14179942, -0.0635653 ,  0.09445369, -0.07146917,  0.09731815,
       -0.0123933 , -0.15152755, -0.09824646, -0.05896663,  0.02817233,
       -0.04462981, -0.05868167, -0.012616  ])]",3794
"[array([-0.09874275,  0.11183607,  0.03994317, -0.02792895, -0.08922289,
        0.05379264, -0.08842737, -0.02814911,  0.19455361, -0.08858669,
        0.28889713,  0.08698595, -0.20621128, -0.05214103,  0.0343314 ,
        0.08138919, -0.16011032, -0.04318082, -0.06977835, -0.06515516,
        0.02992863,  0.06624319,  0.07067277,  0.02569631, -0.18456036,
       -0.29047805, -0.07463545, -0.11340977,  0.04397078, -0.15056962,
       -0.07003113, -0.06485419, -0.12291987, -0.03816254,  0.04377359,
        0.04801551, -0.06568461, -0.04533521,  0.19117154,  0.01133564,
       -0.13123205, -0.01500482,  0.03368854,  0.2723313 ,  0.1739237 ,
        0.01662107,  0.03421845, -0.09095824,  0.12441137, -0.24708895,
        0.18554664,  0.11772802,  0.15302955,  0.0698393 ,  0.11934755,
       -0.15718247, -0.06203999,  0.20270577, -0.13385721,  0.12005712,
        0.11354246,  0.00671604, -0.092976  , -0.09354441,  0.18298416,
        0.12962154, -0.1981595 , -0.17373118,  0.07573533, -0.10000072,
       -0.05150555,  0.13896094, -0.09960026, -0.2594761 , -0.22083119,
        0.106388  ,  0.37354738,  0.20475051, -0.21282446, -0.07615712,
       -0.09448327, -0.04595701,  0.0118084 ,  0.07830717, -0.03433398,
       -0.03252439, -0.07177965,  0.04817035,  0.13546029, -0.00064647,
       -0.00760884,  0.24647979,  0.03360471,  0.01371092, -0.02642953,
        0.09697496, -0.13807905,  0.00738688, -0.09719045, -0.01036838,
        0.0119014 , -0.08466087, -0.00227575,  0.08496554, -0.18169066,
        0.22332795,  0.00389288, -0.02280485,  0.04997768,  0.00694605,
       -0.09439698, -0.04466731,  0.14882649, -0.33549604,  0.15011314,
        0.14885074,  0.10314094,  0.18632156,  0.03284924,  0.10993245,
        0.03724621, -0.01593138, -0.17418431, -0.06441083, -0.03749258,
       -0.05989562,  0.00682572,  0.01822276])]",48980
"[array([ 8.74746591e-03,  1.42770242e-02,  5.03574759e-02, -9.08369422e-02,
       -3.25280093e-02, -6.62188902e-02, -2.01329533e-02, -1.72629356e-01,
        2.13845879e-01, -1.22367464e-01,  2.33483866e-01, -3.17009091e-02,
       -1.76150307e-01, -2.79693101e-02, -1.49807595e-02,  1.64818570e-01,
       -1.84621349e-01, -1.28355235e-01, -3.79584506e-02, -2.08536386e-02,
        1.02096684e-02, -1.66698843e-02,  8.51389766e-02,  9.02816504e-02,
       -1.72821715e-01, -3.09149384e-01, -1.17962375e-01, -2.01029539e-01,
       -3.86314839e-02, -7.14604110e-02,  5.31308241e-02,  9.74096581e-02,
       -1.65927514e-01,  4.66739684e-02,  4.72392961e-02,  4.15572599e-02,
        2.08986104e-02, -7.95337483e-02,  1.69020966e-01, -3.40227224e-02,
       -2.43202269e-01, -4.74406406e-02,  3.36510800e-02,  2.15170339e-01,
        2.18169689e-01, -1.01771355e-02,  1.42903365e-02, -9.57946628e-02,
        6.48837611e-02, -1.94133669e-01,  4.39193249e-02,  1.15624191e-02,
        1.09107524e-01,  3.66013423e-02,  9.15596262e-03, -1.39328673e-01,
        4.34056148e-02,  7.92684257e-02, -1.89588428e-01, -4.52909209e-02,
        1.00438759e-01, -6.72997907e-02, -6.69597983e-02, -3.04274037e-02,
        3.57495844e-01,  1.08294398e-01, -2.41874859e-01, -2.90162824e-02,
        1.41270936e-01, -1.59190297e-01, -2.33973823e-02,  3.17315310e-02,
       -1.53603703e-01, -1.44438550e-01, -2.57044077e-01, -5.63061051e-02,
        4.21695173e-01,  8.18766952e-02, -2.42664739e-01,  1.46808289e-03,
       -1.73276380e-01,  9.33316424e-02, -9.39286314e-03,  1.31297737e-01,
       -4.25357409e-02,  3.41144353e-02, -4.56204340e-02, -6.10058475e-03,
        1.80416167e-01, -6.29901141e-02, -3.76895070e-04,  2.41995066e-01,
       -7.42916614e-02,  1.17340088e-02, -3.69609781e-02, -1.36368843e-02,
       -5.92210703e-02, -2.63595209e-02, -9.44343954e-02, -2.91303378e-02,
       -4.70428653e-02,  4.17809151e-02, -1.73003767e-02,  1.60227701e-01,
       -2.71588027e-01,  1.95214763e-01,  2.41617896e-02, -3.97755802e-02,
        1.07921943e-01,  5.71528859e-02, -2.79953200e-02, -1.23989165e-01,
        1.41569629e-01, -3.05711061e-01,  1.04890540e-01,  1.42533556e-01,
        8.35644826e-02,  1.47237659e-01, -3.08493953e-02,  1.03506222e-01,
       -6.44723773e-02, -2.34371871e-02, -2.49858618e-01,  2.28944179e-02,
        9.16101784e-02, -7.31353685e-02,  5.62960766e-02, -1.06429402e-02])]",48992
"[array([-0.13851151,  0.06740403,  0.07016347, -0.10716929, -0.11901243,
       -0.06476164, -0.04101749, -0.09606688,  0.20029001, -0.10849509,
        0.18793197, -0.09447017, -0.29906055,  0.02194394, -0.06608175,
        0.12695424, -0.16941956, -0.06394399, -0.16414009, -0.07364609,
        0.15674618,  0.07872129,  0.02967668,  0.10319948, -0.19107661,
       -0.22867917, -0.06761611, -0.09745575, -0.0903431 , -0.22070618,
        0.11383294,  0.07474086, -0.18522659,  0.01909465, -0.0724    ,
        0.08339267,  0.03739776, -0.12327978,  0.14977214, -0.05800896,
       -0.21696784, -0.12999827,  0.05482135,  0.21197115,  0.18998237,
        0.01411106,  0.01713113, -0.05387182,  0.13324824, -0.35389888,
       -0.02996299,  0.12352739, -0.0427486 ,  0.08991093,  0.11234589,
       -0.21692148,  0.03422085,  0.14521176, -0.12011094,  0.11673941,
        0.05296922, -0.1643497 , -0.00766895, -0.06802947,  0.27522168,
        0.03728089, -0.18989797, -0.09304187,  0.16620649, -0.16518068,
       -0.06354482,  0.16571042, -0.13122799, -0.22097325, -0.3223739 ,
       -0.00912999,  0.39172158,  0.08980823, -0.18790172,  0.02416922,
       -0.13400735,  0.01936153, -0.01014509,  0.14233156,  0.05344966,
        0.04286712, -0.15106222,  0.08681735,  0.28164291, -0.09254044,
        0.02815126,  0.38251463,  0.00564822, -0.06511816, -0.04895931,
        0.08409841, -0.09877358, -0.02436215, -0.02404361,  0.08843184,
        0.14531861, -0.08269532, -0.05702991,  0.07796214, -0.14611697,
        0.14253595, -0.04267503, -0.01457295, -0.07736994, -0.10635549,
       -0.12555552, -0.00264759,  0.23792176, -0.29534039,  0.18714015,
        0.18208413,  0.03109562,  0.15666506, -0.02621835,  0.15675054,
        0.0237129 , -0.02193628, -0.11223641, -0.07662252,  0.04713778,
       -0.02989913, -0.03354339,  0.04096698])]",5195
"[array([-0.09497851,  0.11412579,  0.06308301, -0.07765918, -0.09643915,
       -0.10714372,  0.02562989, -0.03073392,  0.09684774, -0.01650403,
        0.27884081,  0.0359145 , -0.26817057, -0.16306534,  0.01017932,
        0.18651429, -0.13379437, -0.14628606, -0.11089939, -0.00596023,
        0.06487691, -0.00068448,  0.02431824, -0.00875567, -0.04849314,
       -0.35658631, -0.08641376, -0.02983838,  0.06846418, -0.08666082,
        0.09074214,  0.1225109 , -0.13121931, -0.05426055,  0.0307119 ,
        0.09922174, -0.15248604, -0.07795707,  0.24187693,  0.04845063,
       -0.19867945, -0.00503273,  0.02467957,  0.3352679 ,  0.212819  ,
        0.00859992,  0.12156739, -0.01230618,  0.0451737 , -0.28815261,
        0.0642032 ,  0.1203631 ,  0.11544268,  0.1157997 ,  0.03932641,
       -0.16932419,  0.03455816,  0.16651107, -0.34159231,  0.07607594,
        0.04476393, -0.15674986, -0.12376707, -0.08397701,  0.24057002,
        0.16096924, -0.18528742, -0.15475197,  0.22436291, -0.1791153 ,
       -0.08689457,  0.08947685, -0.1406744 , -0.15633987, -0.30287951,
        0.03499229,  0.30989364,  0.12420248, -0.14212616, -0.03275739,
        0.01028359, -0.00736817, -0.00155894,  0.10061847, -0.10086168,
        0.01229994, -0.09580999,  0.00467879,  0.1462909 , -0.00114514,
       -0.11975104,  0.25175139,  0.05098428,  0.03684225,  0.03515743,
        0.01617558,  0.03693994, -0.05319332, -0.16650009, -0.01761025,
        0.00482652, -0.18462977, -0.03193828,  0.0510014 , -0.06662837,
        0.20212601,  0.01475822,  0.08942063, -0.09232116, -0.05952467,
       -0.13321254,  0.02533944,  0.15266924, -0.23183602,  0.30445224,
        0.24037215,  0.10861434,  0.08534259,  0.13884027, -0.00055467,
        0.01263329, -0.12984006, -0.15918574, -0.04772437,  0.04607531,
       -0.03252218,  0.11510622,  0.06686815])]",5197
"[array([-0.07250402,  0.15839183, -0.02589669, -0.03809442,  0.00268096,
       -0.01331016,  0.03243372, -0.07274466,  0.15666454,  0.07680873,
        0.31509465,  0.02642924, -0.23903394, -0.13801473,  0.030584  ,
        0.06659777, -0.16862378, -0.00835703, -0.05620808, -0.02574503,
        0.15256305,  0.05420689,  0.05612728,  0.02799744, -0.0981518 ,
       -0.30366662, -0.08350944, -0.08186164,  0.07761935, -0.05730219,
        0.02016158,  0.05642847, -0.18235776, -0.0963822 ,  0.05552294,
       -0.02430993, -0.06445614, -0.03982586,  0.16235971, -0.02739644,
       -0.08469178, -0.02540324,  0.0273276 ,  0.26128876,  0.18024412,
        0.03388298,  0.02780273, -0.14062399,  0.02798968, -0.24989843,
        0.05064977,  0.18003364,  0.03821749,  0.06777673,  0.06696727,
       -0.18387257, -0.0055184 ,  0.10030797, -0.20094514,  0.04834205,
        0.02433323, -0.03831183, -0.07887013, -0.14313826,  0.10951218,
        0.07454055, -0.12351543, -0.14892647,  0.09105732, -0.11321689,
       -0.04642621,  0.07795524, -0.13227129, -0.27330393, -0.29605672,
        0.04713733,  0.30748054,  0.16666478, -0.1912595 ,  0.03417686,
       -0.08983189,  0.01006029,  0.10228823, -0.00439305, -0.05639096,
       -0.04109384, -0.10614306,  0.05754133,  0.13107315, -0.06262612,
       -0.03108225,  0.27327505, -0.03635591,  0.04357886,  0.01101206,
        0.07619963, -0.02741632,  0.06448077, -0.14197734,  0.05173569,
        0.05165131, -0.13256866,  0.02064314,  0.12216067, -0.19953905,
        0.1195658 ,  0.05952873,  0.01500481,  0.01983652, -0.10314876,
       -0.12112571,  0.01380709,  0.15236075, -0.27690107,  0.27608171,
        0.19067329,  0.04670618,  0.16127831,  0.04423959,  0.07006646,
       -0.02245831, -0.08943143, -0.19761509, -0.00635857,  0.03787368,
       -0.01247943, -0.04446418, -0.01800525])]",5212
"[array([-1.59018874e-01,  1.46403551e-01,  1.19483218e-01, -1.63563546e-02,
       -1.18685238e-01,  4.90029808e-04, -2.73707639e-02, -1.72895268e-01,
        1.91856787e-01, -9.45855752e-02,  8.51937383e-02,  3.18633858e-04,
       -3.19194704e-01,  8.00419450e-02, -9.75617617e-02,  1.72264829e-01,
       -1.18580855e-01, -2.42506966e-01, -3.64346392e-02, -6.84754774e-02,
       -3.41596119e-02,  6.07424900e-02, -1.37036312e-02,  5.79334758e-02,
       -1.15479708e-01, -2.59304166e-01, -1.10585772e-01,  1.07420254e-02,
       -6.80901036e-02, -8.66019577e-02,  1.22297101e-01,  1.09575830e-01,
       -8.13715532e-02,  7.71527216e-02,  4.75876220e-02,  9.60736126e-02,
       -2.22775601e-02, -1.84392080e-01,  1.04940154e-01,  4.56454940e-02,
       -2.66685307e-01, -8.81672427e-02,  3.51772532e-02,  3.70920599e-01,
        2.25201786e-01, -3.67072374e-02, -1.69621818e-02, -1.56051293e-01,
        1.76965103e-01, -3.13361257e-01, -4.05542143e-02,  1.52877182e-01,
        5.72247691e-02, -9.61587764e-04,  9.34268981e-02, -1.51880309e-01,
        4.70298491e-02,  7.34379068e-02, -1.55612364e-01,  1.77188218e-02,
        3.60581242e-02, -1.28286004e-01,  3.42523400e-03, -1.89480916e-01,
        1.46918118e-01,  8.48680660e-02, -1.65149197e-01, -8.84538516e-02,
        2.20415130e-01, -1.88690722e-01, -8.54282826e-02,  1.44133568e-01,
       -1.34778768e-01, -2.20292330e-01, -3.18882883e-01, -4.03449535e-02,
        4.96845514e-01,  1.55623302e-01, -1.00537740e-01, -2.22613942e-03,
        1.14888866e-02,  6.49758801e-02, -7.02019036e-02,  2.50817716e-01,
       -1.21461034e-01, -5.40449582e-02, -1.00259230e-01, -1.47635918e-02,
        2.85954595e-01, -1.52597604e-02, -1.12833090e-01,  2.07196444e-01,
       -1.05168084e-02, -3.43487002e-02, -8.70302599e-03,  1.04543746e-01,
       -8.06845278e-02, -3.84467356e-02, -1.23280853e-01, -9.49227735e-02,
       -1.67179760e-03, -5.97089604e-02, -7.44508859e-03,  1.85582370e-01,
       -1.72733873e-01,  1.87558532e-01,  1.90591514e-02,  2.67505553e-03,
        2.52348389e-02, -1.40119204e-02, -4.42874059e-02,  5.71736973e-03,
        1.95579067e-01, -2.52021372e-01,  8.15445781e-02,  1.75061628e-01,
        3.53125334e-02,  1.02595277e-01, -1.86115000e-02,  1.07842006e-01,
       -6.36696666e-02, -4.28190529e-02, -6.87497407e-02, -1.11276887e-01,
        4.17804532e-03, -7.08097965e-02, -1.28108226e-02,  7.72446161e-03])]",59486
"[array([-0.07414828,  0.07063194,  0.13849987, -0.07481977, -0.06099844,
       -0.00473801,  0.02882317, -0.14724143,  0.13216023, -0.13362677,
        0.21755007, -0.0706845 , -0.26962382, -0.05759754, -0.05116691,
        0.15497208, -0.16136056, -0.25225061, -0.03154904, -0.07840774,
       -0.06684445,  0.01545948,  0.03155559,  0.07095276, -0.14537728,
       -0.37334406, -0.09722235, -0.1805743 , -0.0768807 , -0.02544954,
        0.04965278,  0.16920741, -0.21396802,  0.01790754, -0.00698715,
        0.07191028,  0.03795841, -0.03211731,  0.11248179,  0.01216694,
       -0.25981799, -0.03524747,  0.04702644,  0.28433159,  0.20205022,
       -0.04131381, -0.00297754, -0.07103906,  0.0629926 , -0.20457475,
        0.04453227,  0.08910586,  0.16241416,  0.04650743,  0.00378232,
       -0.20280242,  0.0120454 ,  0.01159264, -0.12951085, -0.0346713 ,
       -0.03900729, -0.06999175,  0.00570325, -0.06428108,  0.3353155 ,
        0.09989774, -0.12407232, -0.08698347,  0.25769353, -0.15835071,
       -0.03346478,  0.09380457, -0.17055713, -0.09067587, -0.24382243,
       -0.01996407,  0.3831811 ,  0.0316304 , -0.2026111 ,  0.10154659,
       -0.19785434,  0.06349561, -0.06668048,  0.16866216, -0.0858445 ,
        0.14060128, -0.02837664, -0.02786474,  0.21285406, -0.05004604,
       -0.08070114,  0.26159242, -0.0751045 ,  0.03956653,  0.14755149,
       -0.06994336, -0.0031857 , -0.04165632, -0.16259973, -0.06180373,
       -0.07401922, -0.0953384 , -0.07390408,  0.08268786, -0.27309996,
        0.13764019,  0.03106475,  0.03447263,  0.04817991,  0.05494918,
       -0.00748198, -0.09106081,  0.21787201, -0.33559865,  0.16039746,
        0.14715774,  0.01537173,  0.17923124,  0.05488203,  0.07767419,
       -0.07144867, -0.08244349, -0.16990058,  0.01335166,  0.16693662,
       -0.10985515,  0.02062769,  0.05372977])]",59487
"[array([ 0.01175574,  0.14287229,  0.07737909, -0.01251771, -0.05928465,
        0.05119382, -0.03163218, -0.10336439,  0.14753602, -0.1271148 ,
        0.2842274 ,  0.02531713, -0.241144  , -0.03719033, -0.04131915,
        0.11581467, -0.19477159, -0.06957836, -0.09795285, -0.06670464,
        0.06059816,  0.11317186, -0.0311721 , -0.03026856, -0.05650678,
       -0.37311772, -0.01170612, -0.07653433,  0.13553637, -0.18999332,
        0.01084261,  0.05296054, -0.0985315 ,  0.0375746 , -0.0238927 ,
        0.01842226, -0.10047712, -0.0947589 ,  0.19271189,  0.04716551,
       -0.13308039,  0.0277298 , -0.00704561,  0.27993461,  0.15251786,
       -0.03444631,  0.03283127, -0.09794764,  0.10347322, -0.25161394,
        0.00785764,  0.1058436 ,  0.06458122,  0.14154324,  0.14003494,
       -0.21589625, -0.00679896,  0.03720044, -0.17858145,  0.09956065,
        0.0312581 , -0.12380022, -0.06245041, -0.04927505,  0.16294862,
        0.0759486 , -0.05060231, -0.16273345,  0.14752027, -0.16025609,
       -0.11270989,  0.06116826, -0.04238429, -0.11533633, -0.20484737,
        0.01447234,  0.30298576,  0.14531662, -0.21739151,  0.02580152,
        0.00797083, -0.04862387,  0.13348131,  0.06655055, -0.05415087,
       -0.02108251, -0.07732116,  0.03173321,  0.13663043,  0.00135948,
       -0.04566871,  0.23995399, -0.02592009,  0.01667541,  0.0879558 ,
        0.0123657 , -0.11182415,  0.0249095 , -0.09781125, -0.05372423,
        0.10888281, -0.15952383, -0.00166945,  0.09023483, -0.16890994,
        0.23143372, -0.02249226,  0.02940123,  0.11976415,  0.00157734,
       -0.08466951,  0.05256871,  0.20568167, -0.29774714,  0.28500065,
        0.17055085,  0.04446013,  0.14087722,  0.02795837,  0.07104793,
       -0.04664867, -0.04496446, -0.20420572, -0.09934618, -0.02900853,
       -0.03079332, -0.05218497, -0.00509433])]",59488
"[array([-0.09466615,  0.08707009,  0.0885587 , -0.18597905, -0.1325548 ,
       -0.02641335, -0.02048513, -0.08636384,  0.15221332, -0.17156142,
        0.19882065,  0.02837646, -0.19724756, -0.05066395, -0.01217647,
        0.17677534, -0.16031313, -0.2236982 , -0.0835539 , -0.0484508 ,
        0.04879969,  0.0218416 , -0.09134402,  0.09251581, -0.07906398,
       -0.31680405, -0.06797325, -0.01913944, -0.04356709, -0.0247125 ,
        0.065063  ,  0.10358587, -0.20989366,  0.02557973,  0.02208503,
        0.10605686, -0.04598523, -0.05919371,  0.13303815,  0.05888537,
       -0.24955903, -0.02919527,  0.08424877,  0.20242396,  0.23694974,
        0.03069004, -0.01147679, -0.01793521,  0.20066208, -0.31544176,
        0.0932159 ,  0.17246833,  0.09309587,  0.095309  ,  0.12832405,
       -0.15379433,  0.02779395,  0.16193447, -0.22330131,  0.08529479,
        0.01567845, -0.2056247 , -0.04073193, -0.16856109,  0.14096595,
        0.11679455, -0.13920066, -0.12916784,  0.29270786, -0.14561601,
       -0.10822798,  0.08068024, -0.13101968, -0.16702539, -0.28777373,
        0.05978651,  0.33748528,  0.24879794, -0.10648542, -0.00593018,
        0.00910857, -0.00919847, -0.02857718,  0.12895612,  0.01922366,
       -0.07377036, -0.04389718,  0.01738575,  0.17146729,  0.05746536,
       -0.0117474 ,  0.32888773, -0.07001688,  0.03097787, -0.05543208,
        0.0658707 , -0.07093562, -0.00836816, -0.1245679 , -0.00469024,
       -0.05432647, -0.07353201, -0.02831957,  0.12900028, -0.12852244,
        0.12970552, -0.08146096,  0.08250704, -0.09083144,  0.01118977,
       -0.05216556, -0.01950211,  0.08596791, -0.18944067,  0.22450779,
        0.1760321 ,  0.02881497,  0.09822742,  0.05601932,  0.0429419 ,
        0.04472005, -0.21791735, -0.21460585, -0.11211681,  0.0440857 ,
       -0.06076425, -0.00530519,  0.0850653 ])]",59490
"[array([ 0.03771538,  0.00238533,  0.10131609, -0.04406963, -0.11289776,
       -0.01294363,  0.04192556, -0.17826511,  0.14561498, -0.19292308,
        0.09408938, -0.16650556, -0.2119526 , -0.04248127, -0.01881312,
        0.07968099, -0.06658152, -0.29822937, -0.06794822, -0.07030507,
        0.02748008,  0.0350465 , -0.06080326,  0.02397802, -0.13547173,
       -0.33513087, -0.04317651, -0.04230498,  0.02705893, -0.04603934,
        0.02022842,  0.1375739 , -0.29018074,  0.0163476 , -0.00400949,
        0.15652467, -0.07881959, -0.13593937,  0.2062808 ,  0.01140072,
       -0.21203201,  0.05634926,  0.06538828,  0.20283288,  0.23847349,
       -0.09906361, -0.02809476, -0.06072376,  0.0935589 , -0.24727803,
       -0.03170748,  0.25193027,  0.13790658,  0.08354432,  0.00929821,
       -0.06498985, -0.01117618,  0.14902049, -0.27987075,  0.08173212,
        0.07213334, -0.12125398, -0.03399291, -0.05474249,  0.16107778,
        0.02772613, -0.09571884, -0.14150073,  0.19263403, -0.23165213,
       -0.05580672,  0.08414421, -0.1363153 , -0.16918856, -0.2207206 ,
        0.05906615,  0.39987177,  0.13452728, -0.12092404,  0.07648235,
       -0.11204997, -0.00819053, -0.00448644,  0.03607666,  0.04086838,
       -0.08482184, -0.09228996,  0.09796185,  0.22042282, -0.02075938,
       -0.03530545,  0.18937321, -0.03487422, -0.07464769, -0.04714747,
        0.00154632, -0.09895527,  0.00719088, -0.16222835, -0.07572849,
       -0.05232844, -0.03485498,  0.01112401,  0.15564935, -0.16948922,
        0.15330008, -0.04047684, -0.08897498,  0.01530958, -0.05623251,
       -0.08023043, -0.0319587 ,  0.12961923, -0.28752986,  0.13180935,
        0.12272767,  0.05084092,  0.11918393,  0.02261816,  0.04487147,
        0.0456175 , -0.07842364, -0.19237347, -0.10559022,  0.01202569,
        0.07680704,  0.03119582,  0.03900735])]",7
"[array([-0.14020701, -0.04886242,  0.05396815, -0.04773307, -0.20180303,
       -0.05591827, -0.02745338, -0.05502271,  0.06901294, -0.19332331,
        0.18074036, -0.04476337, -0.24075735,  0.00302889,  0.03252339,
        0.18112597, -0.13707082, -0.07218596, -0.13499928, -0.09909309,
       -0.02234447,  0.07515726, -0.02554141,  0.05265869, -0.0602901 ,
       -0.28139493, -0.05979034, -0.08740157,  0.00170798, -0.0587801 ,
       -0.04619491,  0.09653828, -0.09893931,  0.0286539 ,  0.06997558,
        0.10170488, -0.0969227 , -0.16038802,  0.16307035, -0.01893188,
       -0.15088631, -0.08465099,  0.01837498,  0.0986404 ,  0.1739576 ,
       -0.01177437,  0.03151488, -0.10485573,  0.18231384, -0.32478365,
        0.00527928,  0.11226164,  0.0353756 ,  0.02200362,  0.11819623,
       -0.1387057 ,  0.04430123,  0.11231217, -0.2055195 , -0.0152247 ,
        0.01561608, -0.09753483, -0.08905104, -0.07558107,  0.18997434,
        0.1759001 , -0.1086842 , -0.11508347,  0.20364213, -0.19081052,
       -0.07451349,  0.03372524, -0.09061842, -0.21859807, -0.17985855,
        0.03910951,  0.38630158,  0.1674113 , -0.11739416,  0.04848313,
        0.0142628 , -0.07621539,  0.09256722,  0.09620458, -0.07661414,
       -0.09331622, -0.03975165,  0.06209541,  0.19550452, -0.0767058 ,
        0.02000116,  0.20434219,  0.00345066,  0.01836756,  0.06415661,
       -0.01815765, -0.04741766, -0.03546949, -0.06147086,  0.01071413,
        0.11530722, -0.11880314,  0.00269512,  0.04484738, -0.08599496,
        0.09721734, -0.10791216, -0.06179791, -0.01072904, -0.12638023,
       -0.14521749,  0.03152799,  0.1226903 , -0.18883558,  0.18251471,
        0.09875742, -0.019525  ,  0.1853631 ,  0.06805691,  0.08167268,
        0.03396497, -0.07368133, -0.15953855, -0.10008343,  0.14140692,
        0.01120489,  0.00424423, -0.02935284])]",9
